scenario_id,scenario_name,oil_factor,voll,carbon_tax,termination_status,primal_status,objective_value,investment_cost,operating_cost,oil_cost_total,gas_cost_total,carbon_cost_component,voll_cost_component,curtailment_penalty_component,reserve_shortfall_penalty_component,total_demand,total_nse_mwh,nse_pct,nse_hours,peak_nse,total_curt_pv,total_curt_wind,total_curt,curt_pct_of_potential,total_reserve_shortfall,reserve_shortfall_hours,max_reserve_shortfall,min_reserve_headroom,min_must_run_slack,cap_exist_pv,cap_exist_wind,cap_exist_oil_base,cap_exist_oil,cap_exist_gas,cap_pv,cap_wind,cap_oil,cap_gas,dcap_pv,dcap_wind,dcap_gas,Pbat_2,Ebat_2,Pbat_4,Ebat_4,Pbat_8,Ebat_8,Pbat_total,Ebat_total,total_generation_pv,total_generation_wind,total_generation_oil,total_generation_gas,total_battery_charge,total_battery_discharge,sync_min_frac,reserve_frac,ramp_oil_mw_per_h,ramp_gas_mw_per_h,curt_penalty,reserve_slack_penalty
25,base_oil0.05_voll6500_co20,0.05,6500.0,0.0,OPTIMAL,FEASIBLE_POINT,3.326512070469296e8,2.001422206210656e8,1.3250898642586324e8,1.1012004778523112e6,1.29653834036264e8,0.0,0.0,1.7539519117466935e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,256634.18860992917,94156.19373940959,350790.38234933873,6.692561813288994,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,74.125,0.0,2272.8454187800244,681.6107092955752,74.125,605.0481788490273,1613.3254187800244,524.1107092955752,605.0481788490273,-0.0,-0.0,369.30463971966975,1477.218558878679,403.35248417324783,3226.8198733859826,772.6571238929175,4704.038432264661,3.350348762539795e6,1.540357192922727e6,9060.492730548023,2.770799032878524e6,2.0135351586063164e6,1.9140665217711052e6,0.2,0.1,300.0,300.0,5.0,1.0e6
26,base_oil0.05_voll6500_co210,0.05,6500.0,10.0,OPTIMAL,FEASIBLE_POINT,3.429809032334615e8,2.0740026747422877e8,1.3558063575919533e8,1.1285945790159092e6,1.2234604765165243e8,1.0028991769796455e7,0.0,2.077001758734808e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,313801.31631469564,101599.03543226603,415400.35174696165,7.586705282025128,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,74.125,0.0,2423.2432784769817,679.6073701626758,74.125,573.5866025352319,1763.7232784769817,522.1073701626758,573.5866025352319,-0.0,-0.0,315.86971653233627,1263.478866129345,488.34714729188903,3906.7771783351122,804.2168638242254,5170.256044464457,3.531861534195492e6,1.5281103119357582e6,9285.88679769986,2.6146261931204963e6,2.283139307953144e6,2.1703522261402644e6,0.2,0.1,300.0,300.0,5.0,1.0e6
27,base_oil0.05_voll6500_co220,0.05,6500.0,20.0,OPTIMAL,FEASIBLE_POINT,3.5274325412727267e8,2.1450204393234086e8,1.382412101949707e8,1.1476326597151065e6,1.1573375200341043e8,1.898326323699368e7,0.0,2.376562294842417e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,366382.7508035231,108929.7081649606,475312.4589684837,8.351341702735748,0.0,0,0.0,7.71017475672889,0.0,659.52,157.5,1482.5,74.125,0.0,2544.989001224417,689.1439272818811,74.125,545.0070671901445,1885.4690012244166,531.6439272818811,545.0070671901445,-0.0,-0.0,273.8530385339942,1095.4121541359768,566.1862440932064,4529.489952745651,840.0392826272006,5624.902106881627,3.6724893442496127e6,1.543648455759827e6,9442.528930760938,2.4733165085792067e6,2.587044398438005e6,2.4592444051551423e6,0.2,0.1,300.0,300.0,5.0,1.0e6
28,base_oil0.05_voll6500_co230,0.05,6500.0,30.0,OPTIMAL,FEASIBLE_POINT,3.6208963394602996e8,2.1885666654945546e8,1.4323296739655563e8,1.171903391542045e6,1.1194766561472902e8,2.7554183399473265e7,0.0,2.5592149908145606e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,397548.133136449,114294.8650264639,511842.9981629129,8.793038597473435,0.0,0,0.0,19.005388031745525,0.0,659.52,157.5,1482.5,74.125,0.0,2611.3794639236694,699.2319577909415,74.125,528.4431707024762,1951.8594639236692,541.7319577909415,528.4431707024762,-0.0,-0.0,263.79688761195547,1055.1875504478219,603.6071912829862,4828.857530263889,867.4040788949417,5884.045080711711,3.7466849623157363e6,1.5624745574675354e6,9642.224439168218,2.392405021602022e6,2.836233230524788e6,2.6961233089368846e6,0.2,0.1,300.0,300.0,5.0,1.0e6
29,base_oil0.05_voll6500_co240,0.05,6500.0,40.0,OPTIMAL,FEASIBLE_POINT,3.711427640890785e8,2.21966869253708e8,1.4917589483537477e8,1.2006368719172045e6,1.0939794208889593e8,3.591506749794311e7,0.0,2.662248376612705e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,417690.25686706405,114759.41845547642,532449.6753225405,9.014085142198546,0.0,0,0.0,35.72044163408427,0.0,659.52,157.5,1482.5,74.125,0.0,2670.768991363788,695.7332594076842,74.125,514.935604045154,2011.2489913637876,538.2332594076842,514.935604045154,-0.0,-0.0,268.5638436153945,1074.255374461578,629.2342917599876,5033.874334079901,897.7981353753821,6108.129708541479,3.82079342473735e6,1.5536200693363126e6,9878.638693700892,2.3379155301651466e6,3.058923455384646e6,2.9078126366885877e6,0.2,0.1,300.0,300.0,5.0,1.0e6
30,base_oil0.05_voll6500_co250,0.05,6500.0,50.0,OPTIMAL,FEASIBLE_POINT,3.799156096563315e8,2.2826898697806245e8,1.5164662267827177e8,1.3266882538912534e6,1.0446633308116129e8,4.2922553264618695e7,0.0,2.931048078605038e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,466940.77264853887,119268.84307246667,586209.6157210055,9.631620490149677,0.0,0,0.0,63.97553229493528,0.0,659.52,157.5,1482.5,74.125,0.0,2774.080508648158,702.1909219042171,74.125,489.84603500586843,2114.560508648158,544.6909219042171,489.84603500586843,-0.0,-0.0,274.0030154894746,1096.0120619578984,676.823354123714,5414.586832989712,950.8263696131886,6510.5988949476105,3.935497253771003e6,1.5645962227086006e6,10915.768310897234,2.2325233713387814e6,3.490602669896569e6,3.318166898003608e6,0.2,0.1,300.0,300.0,5.0,1.0e6
31,base_oil0.05_voll10000_co20,0.05,10000.0,0.0,OPTIMAL,FEASIBLE_POINT,3.3265120704692954e8,2.0014222062106562e8,1.3250898642586325e8,1.1012004778523108e6,1.2965383403626402e8,0.0,0.0,1.7539519117466926e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,256634.18860992912,94156.1937394095,350790.3823493386,6.692561813288991,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,74.125,0.0,2272.8454187800244,681.6107092955751,74.125,605.0481788490273,1613.3254187800246,524.1107092955751,605.0481788490273,-0.0,-0.0,369.3046397196708,1477.218558878683,403.3524841732472,3226.8198733859776,772.657123892918,4704.0384322646605,3.3503487625397956e6,1.5403571929227267e6,9060.49273054802,2.7707990328785237e6,2.013535158606317e6,1.914066521771106e6,0.2,0.1,300.0,300.0,5.0,1.0e6
32,base_oil0.05_voll10000_co210,0.05,10000.0,10.0,OPTIMAL,FEASIBLE_POINT,3.429809032334616e8,2.0740026747422892e8,1.3558063575919524e8,1.1285945790159067e6,1.2234604765165234e8,1.002899176979645e7,0.0,2.0770017587348123e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,313801.31631469645,101599.03543226645,415400.3517469629,7.586705282025148,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,74.125,0.0,2423.2432784769817,679.6073701626774,74.125,573.5866025352318,1763.7232784769815,522.1073701626774,573.5866025352318,-0.0,-0.0,315.8697165323359,1263.4788661293435,488.3471472918895,3906.777178335116,804.2168638242254,5170.25604446446,3.5318615341954906e6,1.5281103119357617e6,9285.88679769984,2.6146261931204936e6,2.2831393079531477e6,2.1703522261402686e6,0.2,0.1,300.0,300.0,5.0,1.0e6
33,base_oil0.05_voll10000_co220,0.05,10000.0,20.0,OPTIMAL,FEASIBLE_POINT,3.527432541272728e8,2.1450204393234086e8,1.382412101949707e8,1.1476326597151144e6,1.1573375200341043e8,1.898326323699369e7,0.0,2.3765622948424146e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,366382.7508035225,108929.70816496074,475312.4589684832,8.351341702735745,0.0,0,0.0,7.710174756728065,0.0,659.52,157.5,1482.5,74.125,0.0,2544.989001224415,689.1439272818818,74.125,545.0070671901443,1885.469001224415,531.6439272818818,545.0070671901443,-0.0,-0.0,273.85303853399256,1095.4121541359702,566.1862440932074,4529.489952745659,840.0392826272,5624.902106881629,3.67248934424961e6,1.5436484557598287e6,9442.528930761002,2.4733165085792076e6,2.5870443984379927e6,2.459244405155135e6,0.2,0.1,300.0,300.0,5.0,1.0e6
34,base_oil0.05_voll10000_co230,0.05,10000.0,30.0,OPTIMAL,FEASIBLE_POINT,3.6208963394603e8,2.1885666654945552e8,1.4323296739655563e8,1.1719033915420442e6,1.1194766561472902e8,2.755418339947326e7,0.0,2.55921499081456e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,397548.13313644915,114294.86502646389,511842.998162913,8.793038597473437,0.0,0,0.0,19.00538803174581,0.0,659.52,157.5,1482.5,74.125,0.0,2611.3794639236694,699.2319577909415,74.125,528.4431707024762,1951.8594639236694,541.7319577909415,528.4431707024762,-0.0,-0.0,263.79688761195564,1055.1875504478226,603.6071912829863,4828.85753026389,867.4040788949419,5884.045080711712,3.7466849623157363e6,1.5624745574675354e6,9642.22443916821,2.392405021602022e6,2.836233230524788e6,2.6961233089368856e6,0.2,0.1,300.0,300.0,5.0,1.0e6
35,base_oil0.05_voll10000_co240,0.05,10000.0,40.0,OPTIMAL,FEASIBLE_POINT,3.7114276408907855e8,2.2196686925370803e8,1.491758948353748e8,1.2006368719172054e6,1.0939794208889593e8,3.591506749794311e7,0.0,2.662248376612705e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,417690.256867064,114759.41845547635,532449.6753225403,9.014085142198542,0.0,0,0.0,35.72044163408464,0.0,659.52,157.5,1482.5,74.125,0.0,2670.7689913637882,695.7332594076837,74.125,514.935604045154,2011.2489913637883,538.2332594076837,514.935604045154,-0.0,-0.0,268.56384361539546,1074.2553744615818,629.2342917599871,5033.8743340798965,897.7981353753826,6108.129708541478,3.8207934247373515e6,1.5536200693363124e6,9878.638693700894,2.337915530165147e6,3.0589234553846456e6,2.907812636688593e6,0.2,0.1,300.0,300.0,5.0,1.0e6
36,base_oil0.05_voll10000_co250,0.05,10000.0,50.0,OPTIMAL,FEASIBLE_POINT,3.799156096563315e8,2.282689869780625e8,1.5164662267827165e8,1.3266882538912424e6,1.0446633308116128e8,4.292255326461867e7,0.0,2.9310480786050404e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,466940.7726485395,119268.84307246679,586209.6157210063,9.631620490149688,0.0,0,0.0,63.97553229493522,0.0,659.52,157.5,1482.5,74.125,0.0,2774.0805086481582,702.1909219042175,74.125,489.84603500586866,2114.5605086481582,544.6909219042175,489.84603500586866,-0.0,-0.0,274.0030154894735,1096.012061957894,676.8233541237148,5414.5868329897185,950.8263696131883,6510.598894947612,3.935497253771004e6,1.5645962227086031e6,10915.768310897143,2.2325233713387814e6,3.4906026698965696e6,3.318166898003611e6,0.2,0.1,300.0,300.0,5.0,1.0e6
37,base_oil0.10_voll2000_co20,0.1,2000.0,0.0,OPTIMAL,FEASIBLE_POINT,3.293259815499529e8,1.9181385956092784e8,1.3751212198906082e8,5.1987434196410775e6,1.3032674197639431e8,0.0,182705.21458046284,1.8039313784437682e6,0.0,7.571096844236515e6,91.35260729023142,0.0012065967345243171,2,48.18911561940537,254894.78060663314,105891.49508212086,360786.275688754,6.941357788970324,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,148.25,0.0,2185.4340152675645,721.1672805318234,148.25,547.1937916445416,1525.9140152675645,563.6672805318234,547.1937916445416,-0.0,-0.0,306.42738636274726,1225.709545450989,399.8317371246748,3198.6538969973985,706.2591234874221,4424.363442448388,3.2133671472828444e6,1.623479182309682e6,42774.38841427712,2.7851795769140846e6,1.898680228572607e6,1.8048854252811398e6,0.2,0.1,300.0,300.0,5.0,1.0e6
38,base_oil0.10_voll2000_co210,0.1,2000.0,10.0,OPTIMAL,FEASIBLE_POINT,3.399617367231086e8,1.983964548318662e8,1.4156528189127228e8,5.447707370406458e6,1.2356583023732422e8,1.0380086242184682e7,109850.69813971737,2.0618073432139612e6,0.0,7.571096844236515e6,54.92534906985868,0.0007254609232963452,2,29.916228955096315,301966.0067202862,110395.46192250687,412361.4686427931,7.629001970762126,0.0,0,0.0,-1.1368683772161603e-13,0.0,659.52,157.5,1482.5,148.25,0.0,2322.391268875217,717.0805526612852,148.25,518.2201159593674,1662.8712688752173,559.5805526612852,518.2201159593674,-0.0,-0.0,300.4868752536259,1201.9475010145036,453.21906024893593,3625.7524819914875,753.7059355025618,4827.699983005991,3.3836457130719894e6,1.6091751766481e6,44822.82202055164,2.6406938557840637e6,2.1719766930628335e6,2.0646810444255106e6,0.2,0.1,300.0,300.0,5.0,1.0e6
39,base_oil0.10_voll2000_co220,0.1,2000.0,20.0,OPTIMAL,FEASIBLE_POINT,3.500520291588596e8,2.0477410128888166e8,1.452779278699815e8,5.184814331494414e6,1.1792222031665063e8,1.9810353680394072e7,10396.067241732197,2.3501434742149147e6,0.0,7.571096844236515e6,5.198033620866099,6.865628227729109e-5,1,5.198033620866099,351418.37685166404,118610.31799131788,470028.69484298193,8.39197895763369,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,148.25,0.0,2430.576550141959,727.1124416451543,148.25,499.0735743733579,1771.0565501419592,569.6124416451543,499.0735743733579,-0.0,-0.0,316.19060477566364,1264.7624191026546,480.8885050869282,3847.1080406954256,797.0791098625918,5111.87045979808,3.5058823024581126e6,1.625016950872833e6,42659.78221455757,2.520085706966812e6,2.4808319090996175e6,2.358278812790103e6,0.2,0.1,300.0,300.0,5.0,1.0e6
40,base_oil0.10_voll2000_co230,0.1,2000.0,30.0,OPTIMAL,FEASIBLE_POINT,3.5973248462610966e8,2.1067814388332355e8,1.4905434074283898e8,5.207675010645714e6,1.127683737857558e8,2.846042334270168e7,0.0,2.617868603735996e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,394336.11882554967,129237.60192164879,523573.72074719844,9.062285899556302,0.0,0,0.0,3.126388037344441e-13,0.0,659.52,157.5,1482.5,148.25,0.0,2511.0268280287646,747.5042791218207,148.25,479.19483303898204,1851.5068280287646,590.0042791218207,479.19483303898204,-0.0,-0.0,279.9622443817979,1119.8489775271917,541.1944403996796,4329.555523197437,821.1566847814775,5449.404500724629,3.5906383469878267e6,1.6632896194809463e6,42847.87604618184,2.4099441666912334e6,2.7454081977656577e6,2.6097850327960523e6,0.2,0.1,300.0,300.0,5.0,1.0e6
41,base_oil0.10_voll2000_co240,0.1,2000.0,40.0,OPTIMAL,FEASIBLE_POINT,3.6907789209079564e8,2.1475738476404792e8,1.5432050732679623e8,5.389029769066854e6,1.0922642552731441e8,3.683576688084203e7,0.0,2.8692851495687426e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,434406.5845991282,139450.44531462126,573857.0299137495,9.70652796552675,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,148.25,0.0,2568.4175769966478,765.641305570654,148.25,463.988007792637,1908.8975769966476,608.141305570654,463.988007792637,-0.0,-0.0,259.42965395923017,1037.7186158369207,576.0451417726018,4608.361134180815,835.474795731832,5646.079750017735,3.6416464259187714e6,1.6965696557046915e6,44340.032563884895,2.3342500934543437e6,2.9495822551630153e6,2.8038728917580214e6,0.2,0.1,300.0,300.0,5.0,1.0e6
42,base_oil0.10_voll2000_co250,0.1,2000.0,50.0,OPTIMAL,FEASIBLE_POINT,3.781159158904279e8,2.2038888452248254e8,1.5772703136794493e8,4.979766433601713e6,1.0529846605680941e8,4.432606866994215e7,0.0,3.122730207579624e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,476470.60038107395,148075.44113485017,624546.0415159242,10.296860032946674,0.0,0,0.0,28.546409284147984,0.0,659.52,157.5,1482.5,148.25,0.0,2647.8789663658267,776.9945677794224,148.25,450.6697952008439,1988.3589663658267,619.4945677794224,450.6697952008439,-0.0,-0.0,272.20096811109204,1088.8038724443682,604.5821396484487,4836.657117187589,876.7831077595407,5925.460989631958,3.725686840451832e6,1.7151699643132873e6,40972.6825214169,2.25030667301527e6,3.259905183506884e6,3.0988658674416756e6,0.2,0.1,300.0,300.0,5.0,1.0e6
43,base_oil0.10_voll6500_co20,0.1,6500.0,0.0,OPTIMAL,FEASIBLE_POINT,3.2944199009355074e8,1.9341928640813056e8,1.3602270368543273e8,5.16457203287839e6,1.2904549985307533e8,0.0,30768.130624373156,1.7818636688555134e6,0.0,7.571096844236515e6,4.73355855759587,6.252143718382474e-5,1,4.73355855759587,255723.0870928335,100649.64667826905,356372.73377110256,6.817595068502975,0.0,0,0.0,-2.842170943040401e-14,0.0,659.52,157.5,1482.5,148.25,0.0,2219.314680612044,711.0960601530725,148.25,542.0298736766875,1559.7946806120442,553.5960601530725,542.0298736766875,-0.0,-0.0,383.98484106782956,1535.9393642713183,371.38724724781486,2971.097977982519,755.3720883156444,4507.037342253837,3.2663071178916804e6,1.604570083105758e6,42493.2319785662,2.7577984781401022e6,2.0258461627194663e6,1.9257693622811104e6,0.2,0.1,300.0,300.0,5.0,1.0e6
44,base_oil0.10_voll6500_co210,0.1,6500.0,10.0,OPTIMAL,FEASIBLE_POINT,3.399967023334289e8,1.9940976617980978e8,1.4058693615361342e8,5.30948917054476e6,1.2290432137433761e8,1.0318159743489794e7,0.0,2.054965865224635e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,302837.6954044037,108155.47764052298,410993.1730449267,7.576872496753062,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,148.25,0.0,2340.26529078348,713.2287594247061,148.25,516.8374044467197,1680.74529078348,555.7287594247061,516.8374044467197,-0.0,-0.0,358.26814589978005,1433.0725835991202,426.92546793911805,3415.4037435129444,785.193613838898,4848.476327112065,3.4111399184160647e6,1.6021784991200694e6,43685.5858675863,2.626556918520192e6,2.2766007629053453e6,2.164136685217836e6,0.2,0.1,300.0,300.0,5.0,1.0e6
45,base_oil0.10_voll6500_co220,0.1,6500.0,20.0,OPTIMAL,FEASIBLE_POINT,3.5005814961969566e8,2.0487598688753352e8,1.451821627321667e8,5.144767909033311e6,1.1789461262610205e8,1.9801188608507242e7,0.0,2.3415935885436027e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,350399.4451455763,117919.27256314424,468318.7177087206,8.361622109068534,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,148.25,0.0,2432.2211554854875,725.9756181315129,148.25,499.2525115857299,1772.7011554854878,568.4756181315129,499.2525115857299,-0.0,-0.0,325.5560555603104,1302.2242222412417,476.59785506294384,3812.7828405035507,802.1539106232542,5115.007062744792,3.5095112063983423e6,1.622981875326119e6,42330.28697105662,2.5194957100506644e6,2.494377216793494e6,2.3711549822838926e6,0.2,0.1,300.0,300.0,5.0,1.0e6
46,base_oil0.10_voll6500_co230,0.1,6500.0,30.0,OPTIMAL,FEASIBLE_POINT,3.5973248462610936e8,2.1067814388332352e8,1.4905434074283883e8,5.207675010645662e6,1.1276837378575581e8,2.8460423342701662e7,0.0,2.6178686037359983e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,394336.1188255498,129237.60192164914,523573.7207471989,9.062285899556288,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,148.25,0.0,2511.026828028763,747.5042791218216,148.25,479.1948330389827,1851.5068280287628,590.0042791218216,479.1948330389827,-0.0,-0.0,279.96224438179723,1119.848977527189,541.1944403996791,4329.555523197433,821.1566847814763,5449.404500724622,3.5906383469878216e6,1.6632896194809463e6,42847.876046181416,2.4099441666912325e6,2.7454081977656567e6,2.6097850327960514e6,0.2,0.1,300.0,300.0,5.0,1.0e6
47,base_oil0.10_voll6500_co240,0.1,6500.0,40.0,OPTIMAL,FEASIBLE_POINT,3.6907789209079564e8,2.1475738476404792e8,1.5432050732679626e8,5.389029769066879e6,1.0922642552731445e8,3.6835766880842045e7,0.0,2.8692851495687524e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,434406.5845991297,139450.4453146217,573857.0299137514,9.70652796552678,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,148.25,0.0,2568.417576996647,765.6413055706549,148.25,463.9880077926368,1908.897576996647,608.1413055706549,463.9880077926368,-0.0,-0.0,259.4296539592252,1037.7186158369009,576.0451417726042,4608.361134180834,835.4747957318294,5646.079750017734,3.641646425918769e6,1.6965696557046925e6,44340.03256388509,2.334250093454344e6,2.9495822551630135e6,2.8038728917580177e6,0.2,0.1,300.0,300.0,5.0,1.0e6
48,base_oil0.10_voll6500_co250,0.1,6500.0,50.0,OPTIMAL,FEASIBLE_POINT,3.781159158904278e8,2.2038888452248254e8,1.5772703136794487e8,4.979766433601691e6,1.0529846605680941e8,4.432606866994215e7,0.0,3.1227302075796253e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,476470.6003810741,148075.44113485032,624546.0415159245,10.296860032946679,0.0,0,0.0,28.546409284147927,0.0,659.52,157.5,1482.5,148.25,0.0,2647.8789663658263,776.9945677794225,148.25,450.66979520084413,1988.3589663658265,619.4945677794225,450.66979520084413,-0.0,-0.0,272.2009681110915,1088.803872444366,604.5821396484489,4836.657117187591,876.7831077595404,5925.460989631957,3.725686840451832e6,1.7151699643132868e6,40972.682521416726,2.25030667301527e6,3.2599051835068846e6,3.0988658674416756e6,0.2,0.1,300.0,300.0,5.0,1.0e6
49,base_oil0.10_voll10000_co20,0.1,10000.0,0.0,OPTIMAL,FEASIBLE_POINT,3.294466861026771e8,1.935485979051207e8,1.358980881975612e8,5.162805154729236e6,1.2895782973197335e8,0.0,0.0,1.7774533108584727e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,255968.80103064203,99521.86114105272,355490.66217169474,6.798691970109909,0.0,0,0.0,-2.842170943040401e-14,0.0,659.52,157.5,1482.5,148.25,0.0,2225.460614966595,707.6791456020793,148.25,541.3726740733154,1565.9406149665954,550.1791456020793,541.3726740733154,-0.0,-0.0,391.82367718809303,1567.2947087523721,369.10659810151816,2952.8527848121453,760.9302752896112,4520.147493564517,3.2758149403151902e6,1.5975040528790627e6,42478.69440166888,2.755924902332768e6,2.036958414823878e6,1.9363326691316136e6,0.2,0.1,300.0,300.0,5.0,1.0e6
