scenario_id,scenario_name,oil_factor,voll,carbon_tax,termination_status,primal_status,objective_value,investment_cost,operating_cost,oil_cost_total,gas_cost_total,carbon_cost_component,voll_cost_component,curtailment_penalty_component,reserve_shortfall_penalty_component,total_demand,total_nse_mwh,nse_pct,nse_hours,peak_nse,total_curt_pv,total_curt_wind,total_curt,curt_pct_of_potential,total_reserve_shortfall,reserve_shortfall_hours,max_reserve_shortfall,min_reserve_headroom,min_must_run_slack,cap_exist_pv,cap_exist_wind,cap_exist_oil_base,cap_exist_oil,cap_exist_gas,cap_pv,cap_wind,cap_oil,cap_gas,dcap_pv,dcap_wind,dcap_gas,Pbat_2,Ebat_2,Pbat_4,Ebat_4,Pbat_8,Ebat_8,Pbat_total,Ebat_total,total_generation_pv,total_generation_wind,total_generation_oil,total_generation_gas,total_battery_charge,total_battery_discharge,sync_min_frac,reserve_frac,ramp_oil_mw_per_h,ramp_gas_mw_per_h,curt_penalty,reserve_slack_penalty
50,base_oil0.10_voll10000_co210,0.1,10000.0,10.0,OPTIMAL,FEASIBLE_POINT,3.3999670233342904e8,1.994097661798098e8,1.4058693615361342e8,5.309489170544769e6,1.2290432137433763e8,1.0318159743489794e7,0.0,2.0549658652246345e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,302837.69540440344,108155.47764052298,410993.1730449264,7.576872496753056,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,148.25,0.0,2340.26529078348,713.2287594247061,148.25,516.8374044467196,1680.74529078348,555.7287594247061,516.8374044467196,-0.0,-0.0,358.2681458997802,1433.072583599121,426.9254679391181,3415.403743512945,785.1936138388983,4848.4763271120655,3.411139918416065e6,1.6021784991200694e6,43685.58586758636,2.626556918520192e6,2.276600762905346e6,2.164136685217838e6,0.2,0.1,300.0,300.0,5.0,1.0e6
51,base_oil0.10_voll10000_co220,0.1,10000.0,20.0,OPTIMAL,FEASIBLE_POINT,3.500581496196956e8,2.048759868875335e8,1.4518216273216674e8,5.144767909033313e6,1.1789461262610206e8,1.9801188608507246e7,0.0,2.3415935885436e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,350399.44514557585,117919.2725631442,468318.71770872007,8.361622109068525,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,148.25,0.0,2432.2211554854875,725.9756181315129,148.25,499.2525115857299,1772.7011554854873,568.4756181315129,499.2525115857299,-0.0,-0.0,325.55605556031054,1302.2242222412422,476.5978550629438,3812.7828405035502,802.1539106232543,5115.007062744792,3.509511206398343e6,1.622981875326119e6,42330.28697105667,2.5194957100506644e6,2.4943772167934934e6,2.3711549822838916e6,0.2,0.1,300.0,300.0,5.0,1.0e6
52,base_oil0.10_voll10000_co230,0.1,10000.0,30.0,OPTIMAL,FEASIBLE_POINT,3.5973248462610936e8,2.106781438833235e8,1.4905434074283898e8,5.207675010645719e6,1.1276837378575583e8,2.846042334270168e7,0.0,2.617868603735997e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,394336.11882554967,129237.60192164885,523573.7207471985,9.062285899556281,0.0,0,0.0,2.842170943040401e-14,0.0,659.52,157.5,1482.5,148.25,0.0,2511.0268280287637,747.5042791218211,148.25,479.19483303898204,1851.5068280287637,590.0042791218211,479.19483303898204,-0.0,-0.0,279.96224438179786,1119.8489775271914,541.1944403996794,4329.555523197435,821.1566847814772,5449.404500724626,3.590638346987824e6,1.6632896194809463e6,42847.8760461819,2.409944166691233e6,2.7454081977656577e6,2.6097850327960528e6,0.2,0.1,300.0,300.0,5.0,1.0e6
53,base_oil0.10_voll10000_co240,0.1,10000.0,40.0,OPTIMAL,FEASIBLE_POINT,3.6907789209079564e8,2.1475738476404792e8,1.543205073267962e8,5.389029769066874e6,1.0922642552731442e8,3.683576688084204e7,0.0,2.8692851495687505e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,434406.5845991294,139450.44531462155,573857.029913751,9.706527965526769,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,148.25,0.0,2568.4175769966473,765.6413055706547,148.25,463.9880077926368,1908.8975769966473,608.1413055706547,463.9880077926368,-0.0,-0.0,259.4296539592246,1037.7186158368984,576.0451417726048,4608.361134180838,835.4747957318293,5646.079750017737,3.6416464259187696e6,1.6965696557046922e6,44340.032563885055,2.3342500934543437e6,2.949582255163014e6,2.803872891758018e6,0.2,0.1,300.0,300.0,5.0,1.0e6
54,base_oil0.10_voll10000_co250,0.1,10000.0,50.0,OPTIMAL,FEASIBLE_POINT,3.781159158904278e8,2.2038888452248254e8,1.5772703136794484e8,4.9797664336016895e6,1.0529846605680941e8,4.432606866994213e7,0.0,3.122730207579625e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,476470.6003810741,148075.44113485035,624546.0415159245,10.296860032946679,0.0,0,0.0,28.546409284148154,0.0,659.52,157.5,1482.5,148.25,0.0,2647.8789663658263,776.9945677794226,148.25,450.66979520084413,1988.3589663658265,619.4945677794226,450.66979520084413,-0.0,-0.0,272.200968111092,1088.803872444368,604.5821396484487,4836.657117187589,876.7831077595406,5925.460989631957,3.725686840451832e6,1.7151699643132878e6,40972.6825214167,2.25030667301527e6,3.259905183506884e6,3.098865867441676e6,0.2,0.1,300.0,300.0,5.0,1.0e6
55,base_oil0.15_voll2000_co20,0.15,2000.0,0.0,OPTIMAL,FEASIBLE_POINT,3.286908881982824e8,1.8571208591853964e8,1.4297880227974328e8,8.889553255483678e6,1.3195894658542612e8,0.0,181738.17600947752,1.9485642628224299e6,0.0,7.571096844236515e6,90.86908800473876,0.0012002103509468735,2,48.316357536639934,271575.5375770618,118137.31498742476,389712.85256448656,7.559680585226917,0.0,0,0.0,-8.526512829121202e-14,0.0,659.52,157.5,1482.5,222.375,0.0,2120.2108472563577,746.6156639787812,222.375,529.7486749186317,1460.6908472563575,589.1156639787812,529.7486749186317,-0.0,-0.0,304.2954247035666,1217.1816988142664,343.90960280362987,2751.276822429039,648.2050275071965,3968.4585212433053,3.093177874910298e6,1.6722589930843145e6,73141.75235940247,2.820061005494812e6,1.7739605404943966e6,1.6863268897939906e6,0.2,0.1,300.0,300.0,5.0,1.0e6
56,base_oil0.15_voll2000_co210,0.15,2000.0,10.0,OPTIMAL,FEASIBLE_POINT,3.3958932404344577e8,1.9449553310635996e8,1.450937909370522e8,7.707641157211046e6,1.2463431966165641e8,1.059883026757072e7,10825.514206974034,2.142174336416085e6,0.0,7.571096844236515e6,5.412757103487017,7.149237706036569e-5,1,5.412757103487017,310140.17013464926,118294.69714856727,428434.86728321656,7.971811874790023,0.0,0,0.0,-2.842170943040401e-14,0.0,659.52,157.5,1482.5,222.375,0.0,2276.6304316260625,734.516699666568,222.375,508.27402127751424,1617.1104316260626,577.016699666568,508.27402127751424,-0.0,-0.0,290.38865383531686,1161.5546153412674,422.7874769974484,3382.299815979587,713.1761308327652,4543.854431320855,3.302849558551586e6,1.6430881009190597e6,63417.17796089561,2.6635282708678157e6,2.060560259514376e6,1.958768582694314e6,0.2,0.1,300.0,300.0,5.0,1.0e6
57,base_oil0.15_voll2000_co220,0.15,2000.0,20.0,OPTIMAL,FEASIBLE_POINT,3.4993814106397074e8,2.0093809635886872e8,1.490000447051349e8,6.70873670370836e6,1.1961081131370357e8,2.0263032725805655e7,0.0,2.4174639619049793e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,353255.6859598369,130237.10642116008,483492.792380997,8.701007502620635,0.0,0,0.0,1.7551142448046733,0.0,659.52,157.5,1482.5,222.375,0.0,2358.858595200938,756.1500498289613,222.375,496.30487821069397,1699.338595200938,598.6500498289613,496.30487821069397,-0.0,-0.0,249.2783122954745,997.113249181898,481.9747987944455,3855.798390355564,731.25311108992,4852.911639537462,3.3902293160381024e6,1.6830228114694904e6,55198.359751585966,2.5561721546710674e6,2.2980930707256217e6,2.1845672730317963e6,0.2,0.1,300.0,300.0,5.0,1.0e6
58,base_oil0.15_voll2000_co230,0.15,2000.0,30.0,OPTIMAL,FEASIBLE_POINT,3.5970828763268983e8,2.103744905463723e8,1.4933379708634812e8,5.417703605729886e6,1.1274352333355726e8,2.849108010280408e7,0.0,2.6814900442659245e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,403034.0622236057,133263.94662957898,536298.0088531846,9.267289063795399,0.0,0,0.0,56.98242973911718,0.0,659.52,157.5,1482.5,222.375,0.0,2506.131944023643,754.7045416457538,222.375,477.8584582733515,1846.6119440236428,597.2045416457538,477.8584582733515,-0.0,-0.0,258.24594177732087,1032.9837671092835,546.7517346452313,4374.01387716185,804.9976764225521,5406.997644271134,3.5741722716224627e6,1.676529619509609e6,44575.95607996347,2.4094130940128355e6,2.7043339471321586e6,2.570739850143849e6,0.2,0.1,300.0,300.0,5.0,1.0e6
59,base_oil0.15_voll2000_co240,0.15,2000.0,40.0,OPTIMAL,FEASIBLE_POINT,3.6906412803447175e8,2.1476314779971614e8,1.5430098023475593e8,5.391576949525433e6,1.0920633352186458e8,3.682981604286738e7,0.0,2.8732537204987546e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,435145.3415988023,139505.40250094846,574650.7440997508,9.718184408540058,0.0,0,0.0,73.48513979395932,0.0,659.52,157.5,1482.5,222.375,0.0,2569.329101241725,765.4868085447948,222.375,463.7993032317998,1909.8091012417249,607.9868085447948,463.7993032317998,-0.0,-0.0,258.54545512546986,1034.1818205018794,576.4857553154231,4611.886042523385,835.031210440893,5646.067863025264,3.6423542487807847e6,1.6961442121784121e6,44360.99033723542,2.333820712327972e6,2.947030756842133e6,2.801447437454175e6,0.2,0.1,300.0,300.0,5.0,1.0e6
60,base_oil0.15_voll2000_co250,0.15,2000.0,50.0,OPTIMAL,FEASIBLE_POINT,3.7810451720864725e8,2.2037556779773822e8,1.5772894941093564e8,4.967708778526068e6,1.053116767209091e8,4.43279334827439e7,0.0,3.121630428753889e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,476193.31669559295,148132.76905518532,624326.0857507782,10.294140173736976,0.0,0,0.0,102.5332486895156,0.0,659.52,157.5,1482.5,222.375,0.0,2647.2243648093827,777.2050350656672,222.375,450.7551816923424,1987.704364809383,619.7050350656672,450.7551816923424,-0.0,-0.0,271.8814915093161,1087.5259660372644,604.6677562670678,4837.342050136543,876.5492477763839,5924.868016173807,3.7249252780132294e6,1.7156173403128476e6,40873.47415894561,2.250588994749726e6,3.257251882556392e6,3.0963436395581816e6,0.2,0.1,300.0,300.0,5.0,1.0e6
61,base_oil0.15_voll6500_co20,0.15,6500.0,0.0,OPTIMAL,FEASIBLE_POINT,3.2877606060593945e8,1.8865489586918172e8,1.4012116473675463e8,8.014953983408045e6,1.3019536986582063e8,0.0,7213.089636715476,1.9036277978899209e6,0.0,7.571096844236515e6,1.1097060979562272,1.465713780693466e-5,1,1.1097060979562272,268256.60419700644,112468.95538097726,380725.5595779837,7.324835765421948,0.0,0,0.0,8.526512829121202e-14,0.0,659.52,157.5,1482.5,222.375,0.0,2163.4478309858896,735.7603228870536,222.375,527.9390934735748,1503.9278309858896,578.2603228870536,527.9390934735748,-0.0,-0.0,354.038754422854,1416.155017691416,343.71441768157786,2749.715341452623,697.7531721044319,4165.870359144039,3.1651134690992828e6,1.6518960710673295e6,65945.69632223216,2.7823720570311113e6,1.907521437037589e6,1.813289878047901e6,0.2,0.1,300.0,300.0,5.0,1.0e6
62,base_oil0.15_voll6500_co210,0.15,6500.0,10.0,OPTIMAL,FEASIBLE_POINT,3.395952440657598e8,1.948087231503483e8,1.4478652091545805e8,7.289204169101417e6,1.247749446595192e8,1.058589123979019e7,0.0,2.1364808470481494e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,309221.94223431,118074.22717531992,427296.1694096299,7.951380835182255,0.0,0,0.0,-8.526512829121202e-14,0.0,659.52,157.5,1482.5,222.375,0.0,2276.253767586758,734.5527433552206,222.375,511.71149916033164,1616.7337675867582,577.0527433552206,511.71149916033164,-0.0,-0.0,293.64445995495834,1174.5778398198333,421.5051839577326,3372.0414716618607,715.1496439126909,4546.619311481694,3.303170024388208e6,1.6433950042343892e6,59974.348643972546,2.666533531845765e6,2.0642928112517565e6,1.9623167463759384e6,0.2,0.1,300.0,300.0,5.0,1.0e6
63,base_oil0.15_voll6500_co220,0.15,6500.0,20.0,OPTIMAL,FEASIBLE_POINT,3.4993814106397074e8,2.0093809635886875e8,1.4900004470513487e8,6.708736703708338e6,1.1961081131370352e8,2.026303272580565e7,0.0,2.4174639619049844e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,353255.685959837,130237.10642116015,483492.79238099715,8.701007502620637,0.0,0,0.0,1.755114244804048,0.0,659.52,157.5,1482.5,222.375,0.0,2358.858595200939,756.1500498289611,222.375,496.3048782106941,1699.338595200939,598.6500498289611,496.3048782106941,-0.0,-0.0,249.27831229547274,997.113249181891,481.97479879444654,3855.7983903555723,731.2531110899192,4852.911639537463,3.390229316038102e6,1.6830228114694895e6,55198.359751585784,2.5561721546710664e6,2.2980930707256207e6,2.184567273031794e6,0.2,0.1,300.0,300.0,5.0,1.0e6
64,base_oil0.15_voll6500_co230,0.15,6500.0,30.0,OPTIMAL,FEASIBLE_POINT,3.597082876326899e8,2.1037449054637226e8,1.493337970863482e8,5.417703605729899e6,1.1274352333355728e8,2.8491080102804083e7,0.0,2.681490044265926e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,403034.0622236057,133263.94662957892,536298.0088531846,9.267289063795399,0.0,0,0.0,56.98242973911729,0.0,659.52,157.5,1482.5,222.375,0.0,2506.131944023643,754.7045416457535,222.375,477.8584582733514,1846.6119440236432,597.2045416457535,477.8584582733514,-0.0,-0.0,258.24594177732115,1032.9837671092846,546.7517346452313,4374.01387716185,804.9976764225524,5406.997644271135,3.574172271622463e6,1.6765296195096092e6,44575.95607996355,2.4094130940128355e6,2.7043339471321576e6,2.570739850143848e6,0.2,0.1,300.0,300.0,5.0,1.0e6
65,base_oil0.15_voll6500_co240,0.15,6500.0,40.0,OPTIMAL,FEASIBLE_POINT,3.6906412803447187e8,2.1476314779971611e8,1.5430098023475564e8,5.391576949525628e6,1.092063335218646e8,3.682981604286743e7,0.0,2.8732537204987695e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,435145.3415988053,139505.40250094875,574650.744099754,9.718184408540102,0.0,0,0.0,73.48513979395585,0.0,659.52,157.5,1482.5,222.375,0.0,2569.3291012417285,765.4868085447946,222.375,463.7993032317976,1909.8091012417285,607.9868085447946,463.7993032317976,-0.0,-0.0,258.5454551254669,1034.1818205018676,576.4857553154249,4611.886042523399,835.0312104408918,5646.067863025266,3.642354248780786e6,1.6961442121784114e6,44360.99033723707,2.333820712327973e6,2.947030756842136e6,2.8014474374541794e6,0.2,0.1,300.0,300.0,5.0,1.0e6
66,base_oil0.15_voll6500_co250,0.15,6500.0,50.0,OPTIMAL,FEASIBLE_POINT,3.7810451720864713e8,2.2037556779773813e8,1.5772894941093567e8,4.967708778526077e6,1.053116767209091e8,4.432793348274391e7,0.0,3.1216304287538873e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,476193.3166955925,148132.76905518532,624326.0857507777,10.294140173736968,0.0,0,0.0,102.53324868951506,0.0,659.52,157.5,1482.5,222.375,0.0,2647.2243648093818,777.2050350656674,222.375,450.75518169234243,1987.7043648093818,619.7050350656674,450.75518169234243,-0.0,-0.0,271.8814915093152,1087.5259660372608,604.6677562670682,4837.342050136545,876.5492477763834,5924.868016173807,3.724925278013228e6,1.7156173403128495e6,40873.47415894568,2.2505889947497263e6,3.2572518825563886e6,3.0963436395581793e6,0.2,0.1,300.0,300.0,5.0,1.0e6
67,base_oil0.15_voll10000_co20,0.15,10000.0,0.0,OPTIMAL,FEASIBLE_POINT,3.287761261241312e8,1.8874218512534022e8,1.400339409988321e8,8.0076121603221195e6,1.301218962559917e8,0.0,0.0,1.9044325825184244e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,268556.46814565756,112330.04835802756,380886.51650368515,7.3251152074780475,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,222.375,0.0,2165.4356559251773,735.2784185077298,222.375,527.6772984971924,1505.9156559251774,577.7784185077298,527.6772984971924,-0.0,-0.0,355.3964279023153,1421.5857116092611,343.75185859104226,2750.014868728338,699.1482864933575,4171.600580337599,3.167968263451044e6,1.6508793636782025e6,65885.28903397097,2.7808018712472226e6,1.9116992545313428e6,1.8172613113575424e6,0.2,0.1,300.0,300.0,5.0,1.0e6
68,base_oil0.15_voll10000_co210,0.15,10000.0,10.0,OPTIMAL,FEASIBLE_POINT,3.395952440657592e8,1.9480872315034834e8,1.44786520915458e8,7.289204169101139e6,1.24774944659525e8,1.0585891239790166e7,0.0,2.1364808470481345e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,309221.94223430735,118074.22717531977,427296.1694096271,7.951380835182207,0.0,0,0.0,2.842170943040401e-14,0.0,659.52,157.5,1482.5,222.375,0.0,2276.253767586753,734.5527433552211,222.375,511.71149916033454,1616.733767586753,577.0527433552211,511.71149916033454,-0.0,-0.0,293.64445995495237,1174.5778398198095,421.50518395773565,3372.041471661885,715.149643912688,4546.619311481694,3.3031700243882015e6,1.64339500423439e6,59974.34864397022,2.6665335318457643e6,2.0642928112517493e6,1.9623167463759219e6,0.2,0.1,300.0,300.0,5.0,1.0e6
69,base_oil0.15_voll10000_co220,0.15,10000.0,20.0,OPTIMAL,FEASIBLE_POINT,3.4993814106397074e8,2.009380963588687e8,1.4900004470513493e8,6.708736703708355e6,1.1961081131370357e8,2.026303272580566e7,0.0,2.41746396190498e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,353255.68595983693,130237.10642116005,483492.792380997,8.701007502620635,0.0,0,0.0,1.75511424480473,0.0,659.52,157.5,1482.5,222.375,0.0,2358.858595200938,756.150049828961,222.375,496.3048782106941,1699.3385952009382,598.650049828961,496.3048782106941,-0.0,-0.0,249.27831229547525,997.113249181901,481.9747987944447,3855.798390355558,731.2531110899199,4852.9116395374585,3.390229316038101e6,1.6830228114694892e6,55198.35975158593,2.5561721546710683e6,2.2980930707256203e6,2.1845672730317954e6,0.2,0.1,300.0,300.0,5.0,1.0e6
70,base_oil0.15_voll10000_co230,0.15,10000.0,30.0,OPTIMAL,FEASIBLE_POINT,3.5970828763268983e8,2.103744905463723e8,1.4933379708634815e8,5.4177036057298845e6,1.1274352333355726e8,2.849108010280408e7,0.0,2.6814900442659245e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,403034.06222360546,133263.94662957868,536298.0088531842,9.26728906379539,0.0,0,0.0,56.98242973911803,0.0,659.52,157.5,1482.5,222.375,0.0,2506.131944023644,754.7045416457527,222.375,477.8584582733515,1846.6119440236441,597.2045416457527,477.8584582733515,-0.0,-0.0,258.24594177732206,1032.9837671092882,546.751734645231,4374.013877161848,804.997676422553,5406.997644271136,3.5741722716224664e6,1.6765296195096078e6,44575.956079963435,2.4094130940128355e6,2.7043339471321576e6,2.57073985014385e6,0.2,0.1,300.0,300.0,5.0,1.0e6
71,base_oil0.15_voll10000_co240,0.15,10000.0,40.0,OPTIMAL,FEASIBLE_POINT,3.6906412803447187e8,2.1476314779971606e8,1.5430098023475567e8,5.3915769495256245e6,1.0920633352186461e8,3.682981604286742e7,0.0,2.873253720498767e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,435145.341598805,139505.40250094875,574650.7440997537,9.718184408540099,0.0,0,0.0,73.48513979395608,0.0,659.52,157.5,1482.5,222.375,0.0,2569.329101241728,765.4868085447947,222.375,463.7993032317977,1909.809101241728,607.9868085447947,463.7993032317977,-0.0,-0.0,258.54545512546724,1034.181820501869,576.4857553154246,4611.886042523397,835.0312104408919,5646.067863025266,3.642354248780786e6,1.696144212178412e6,44360.99033723701,2.3338207123279725e6,2.947030756842136e6,2.8014474374541794e6,0.2,0.1,300.0,300.0,5.0,1.0e6
72,base_oil0.15_voll10000_co250,0.15,10000.0,50.0,OPTIMAL,FEASIBLE_POINT,3.781045172086472e8,2.2037556779773813e8,1.577289494109357e8,4.967708778526058e6,1.053116767209091e8,4.43279334827439e7,0.0,3.1216304287538873e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,476187.099055312,148138.9866954659,624326.0857507779,10.29414017373697,0.0,0,0.0,102.53324868951523,0.0,659.52,157.5,1482.5,222.375,0.0,2647.2243648093818,777.2050350656675,222.375,450.75518169234255,1987.7043648093818,619.7050350656675,450.75518169234255,-0.0,-0.0,271.8814915093152,1087.5259660372608,604.6677562670682,4837.342050136545,876.5492477763834,5924.868016173807,3.7249314956535087e6,1.715611122672569e6,40873.47415894554,2.250588994749726e6,3.25725188255639e6,3.0963436395581793e6,0.2,0.1,300.0,300.0,5.0,1.0e6
73,base_oil0.20_voll2000_co20,0.2,2000.0,0.0,OPTIMAL,FEASIBLE_POINT,3.284118766254091e8,1.8359039984374753e8,1.448214767816232e8,9.421212481055137e6,1.3344364930804649e8,0.0,11999.062583667097,1.9446159299382663e6,0.0,7.571096844236515e6,5.999531291833549,7.924256439013432e-5,1,5.999531291833549,267528.29158204445,121394.89440560884,388923.18598765327,7.605967144950038,0.0,0,0.0,0.0,0.0,659.52,157.5,1482.5,296.5,0.0,2081.608755561122,754.7502923681702,296.5,532.6160950920442,1422.088755561122,597.2502923681702,532.6160950920442,-0.0,-0.0,263.0794153061164,1052.3176612244656,350.0514214813939,2800.411371851151,613.1308367875104,3852.729033075617,3.0359639874058976e6,1.6885083826979497e6,77516.15524543631,2.8517902088660495e6,1.6738439172047605e6,1.5911560276948789e6,0.2,0.1,300.0,300.0,5.0,1.0e6
74,base_oil0.20_voll2000_co210,0.2,2000.0,10.0,OPTIMAL,FEASIBLE_POINT,3.394915677888026e8,1.9131945512332115e8,1.4817211266547504e8,8.177734339272892e6,1.269807941473037e8,1.0817316384350533e7,0.0,2.1962677945456635e6,0.0,7.571096844236515e6,0.0,0.0,0,0.0,308551.9018393217,130701.65706981122,439253.55890913296,8.252568227001793,0.0,0,0.0,14.336654019355223,0.0,659.52,157.5,1482.5,296.5,0.0,2199.142730761406,764.219715239955,296.5,516.3444458176074,1539.6227307614056,606.719715239955,516.3444458176074,-0.0,-0.0,229.18963946488614,916.7585578595446,420.0850301875323,3360.6802415002585,649.2746696524184,4277.438799359803,3.181465620451721e6,1.7019094475910498e6,67285.02577282047,2.7136741788837095e6,1.8873973373024263e6,1.7941599088397135e6,0.2,0.1,300.0,300.0,5.0,1.0e6
